sent,num_sent,tagged,num_tagged,filtered,num_filtered,tags
"[['Hey', 'all', 'I', 'am', 'new', 'in', 'android', 'and', 'I', 'have', 'made', 'a', 'simple', 'BMi', 'calculator', 'in', 'this', 'I', 'have', 'a', 'to', 'select', 'a', 'value', 'and', 'I', 'have', 'to', 'make', 'a', 'calculator', 'which', 'can', 'change', 'the', 'value', 'after', 'making', 'a', 'selection', 'I', 'am', 'not', 'getting', 'any', 'error', 'but', 'I', 'am', 'note', 'able', 'to', 'see', 'an', 'answer'], ['Please', 'check', 'what', 'I', 'have', 'done', 'wrong', 'in', 'this']]","[55, 9]","[[('Hey', 'NNP'), ('new', 'JJ'), ('android', 'JJ'), ('simple', 'JJ'), ('BMi', 'NNP'), ('calculator', 'NN'), ('value', 'NN'), ('calculator', 'NN'), ('value', 'NN'), ('selection', 'NN'), ('error', 'NN'), ('able', 'JJ'), ('answer', 'NN')], [('wrong', 'JJ')]]","[13, 1]","[[('Hey', 'NNP'), ('new', 'JJ'), ('android', 'JJ'), ('simple', 'JJ'), ('BMi', 'NNP'), ('calculator', 'NN'), ('value', 'NN'), ('selection', 'NN'), ('error', 'NN'), ('able', 'JJ'), ('answer', 'NN')], [('wrong', 'JJ')]]","[11, 1]","[(0, 11), (1, 1)]"
"[[""i'm"", 'writing', 'a', 'flutter', 'application', 'and', 'i', 'want', 'to', 'know', 'if', 'the', 'device', 'is', 'now', 'connecte', 'to', 'a', 'bluetooth', 'device', 'or', 'no', 'and', 'i', 'mean', 'connected', 'not', 'associated', 'Thank', 'You']]",[30],"[[(""i'm"", 'NN'), ('flutter', 'NN'), ('application', 'NN'), ('i', 'NN'), ('device', 'NN'), ('connecte', 'JJ'), ('bluetooth', 'JJ'), ('device', 'NN'), ('Thank', 'NNP')]]",[9],"[[(""i'm"", 'NN'), ('flutter', 'NN'), ('application', 'NN'), ('i', 'NN'), ('device', 'NN'), ('connecte', 'JJ'), ('bluetooth', 'JJ'), ('Thank', 'NNP')]]",[8],"[(0, 8)]"
"[['I', 'am', 'creating', 'a', 'reactive', 'application', 'with', 'Meteor', 'with', 'MongoDB', 'as', 'a', 'backend'], ['I', 'initially', 'created', 'a', 'non', 'reactive', 'aware', 'collection', 'and', 'denormalizers', 'eg'], ['Now', ""I'd"", 'like', 'to', 'wrap', 'it', 'into', 'which', 'will', 'facilitate', 'listening', 'to', 'the', 'changes', 'to', 'the', 'collection'], ['Then', 'I', 'define', 'a', 'Method'], ['in', 'and', 'call', 'it', 'in', ""'s"", 'constructor'], ['I', 'get', 'printed', 'to', 'console', 'unless', 'I', 'sleep', 'a', 'little', 'before', 'so', 'I', 'suppose', 'when', 'my', 'the', 'document', ""wasn't"", 'yet', 'ready', 'to', 'be', 'searched', 'for'], ['Why', 'does', 'it', 'happen', 'even', 'though', 'I', 'overwrote', 'the', 'non', 'reactive', 'class', 'and', 'only', 'then', 'wrapped', 'it', 'in'], ['How', 'do', 'I', 'typically', 'do', 'denormalization', 'with', 'a', 'reactive', 'collection', 'Should', 'I', 'pass', 'observables', 'to', 'my', 'denormalizers', 'and', 'there', 'create', 'new', 'ones', 'or', 'is', 'it', 'possible', 'to', 'nicely', 'wrap', 'the', 'non', 'reactive', 'code', 'afterwards', 'like', 'I', 'tried', 'and', 'failed', 'above', 'Note', 'that', 'I', ""don't"", 'want', 'to', 'directly', 'pass', 'inside', 'as', 'in', 'more', 'complex', 'scenarios', 'it', 'will', 'cause', 'other', 'inserts', 'updates', 'elsewhere', 'for', 'which', ""I'd"", 'also', 'want', 'to', 'wait'], ['How', 'do', 'people', 'typically', 'test', 'these', 'things', 'If', 'I', 'run', 'a', 'test', 'the', 'code', 'above', 'may', 'succeed', 'locally', 'as', 'db', 'insertion', 'time', 'is', 'small', 'but', 'fail', 'when', 'the', 'delay', 'is', 'higher']]","[13, 11, 17, 5, 7, 25, 18, 68, 31]","[[('reactive', 'JJ'), ('application', 'NN'), ('Meteor', 'NNP'), ('MongoDB', 'NNP'), ('backend', 'NN')], [('non', 'JJ'), ('reactive', 'JJ'), ('aware', 'JJ'), ('collection', 'NN'), ('denormalizers', 'NNS')], [(""I'd"", 'NNP'), ('listening', 'NN'), ('changes', 'NNS'), ('collection', 'NN')], [('Method', 'NN')], [('constructor', 'NN')], [('little', 'JJ'), ('document', 'NN'), (""wasn't"", 'NN'), ('ready', 'JJ')], [('non', 'JJ'), ('reactive', 'JJ'), ('class', 'NN')], [('denormalization', 'NN'), ('reactive', 'JJ'), ('collection', 'NN'), ('observables', 'NNS'), ('denormalizers', 'NNS'), ('new', 'JJ'), ('ones', 'NNS'), ('possible', 'JJ'), ('non', 'JJ'), ('reactive', 'JJ'), ('code', 'NN'), ('afterwards', 'NNS'), ('Note', 'NNP'), ('complex', 'JJ'), ('scenarios', 'NNS'), ('other', 'JJ'), ('inserts', 'NNS'), ('updates', 'NNS'), (""I'd"", 'NNP')], [('do', 'JJ'), ('people', 'NNS'), ('things', 'NNS'), ('test', 'NN'), ('code', 'NN'), ('db', 'JJ'), ('insertion', 'NN'), ('time', 'NN'), ('small', 'JJ'), ('fail', 'JJ'), ('delay', 'NN'), ('higher', 'JJR')]]","[5, 5, 4, 1, 1, 4, 3, 19, 12]","[[('reactive', 'JJ'), ('application', 'NN'), ('Meteor', 'NNP'), ('MongoDB', 'NNP'), ('backend', 'NN')], [('non', 'JJ'), ('reactive', 'JJ'), ('aware', 'JJ'), ('collection', 'NN'), ('denormalizers', 'NNS')], [(""I'd"", 'NNP'), ('listening', 'NN'), ('changes', 'NNS'), ('collection', 'NN')], [('Method', 'NN')], [('constructor', 'NN')], [('little', 'JJ'), ('document', 'NN'), (""wasn't"", 'NN'), ('ready', 'JJ')], [('non', 'JJ'), ('reactive', 'JJ'), ('class', 'NN')], [('denormalization', 'NN'), ('reactive', 'JJ'), ('collection', 'NN'), ('observables', 'NNS'), ('denormalizers', 'NNS'), ('new', 'JJ'), ('ones', 'NNS'), ('possible', 'JJ'), ('non', 'JJ'), ('code', 'NN'), ('afterwards', 'NNS'), ('Note', 'NNP'), ('complex', 'JJ'), ('scenarios', 'NNS'), ('other', 'JJ'), ('inserts', 'NNS'), ('updates', 'NNS'), (""I'd"", 'NNP')], [('do', 'JJ'), ('people', 'NNS'), ('things', 'NNS'), ('test', 'NN'), ('code', 'NN'), ('db', 'JJ'), ('insertion', 'NN'), ('time', 'NN'), ('small', 'JJ'), ('fail', 'JJ'), ('delay', 'NN'), ('higher', 'JJR')]]","[5, 5, 4, 1, 1, 4, 3, 18, 12]","[(7, 18), (8, 12), (0, 5), (1, 5), (2, 4)]"
"[['How', 'to', 'delete', 'duplicate', 'data', 'on', 'table', 'which', 'have', 'kind', 'data', 'like', 'these'], ['enter', 'image', 'description', 'here'], ['but', 'i', 'want', 'to', 'keep', 'it', 'with', 'the', 'latest', 'updated', 'at', 'each', 'attribute', 'id', 'Like', 'this']]","[13, 4, 16]","[[('duplicate', 'NN'), ('data', 'NNS'), ('table', 'NN'), ('kind', 'NN'), ('data', 'NNS')], [('enter', 'NN'), ('image', 'NN'), ('description', 'NN')], [('i', 'NN'), ('latest', 'JJS'), ('attribute', 'NN'), ('id', 'NN')]]","[5, 3, 4]","[[('duplicate', 'NN'), ('data', 'NNS'), ('table', 'NN'), ('kind', 'NN')], [('enter', 'NN'), ('image', 'NN'), ('description', 'NN')], [('i', 'NN'), ('latest', 'JJS'), ('attribute', 'NN'), ('id', 'NN')]]","[4, 3, 4]","[(0, 4), (2, 4), (1, 3)]"
"[['I', 'am', 'trying', 'to', 'move', 'the', 'AR', 'assets', 'reality', 'files', 'in', 'my', 'app', 'to', 'being', 'On', 'Demand', 'I', 'created', 'a', 'resource', 'tag', 'and', 'have', 'created', 'a', 'manager', 'to', 'download', 'them', 'on', 'demand', 'It', 'seems', 'like', 'it', 'is', 'downloading', 'the', 'assets', 'fine', 'since', 'I', 'can', 'see', 'it', 'in', 'the', 'XCode', 'I', 'use', 'a'], ['QLPreviewController'], ['to', 'view', 'this', 'asset', 'in', 'AR', 'However', 'when', 'I', 'click', 'to', 'view', 'the', 'asset', 'the', 'PreviewController', 'opens', 'fine', 'Camera', 'view', 'but', 'I', 'dont', 'see', 'the', 'asset', 'but', 'get', 'a', 'spinner', 'along', 'with', 'this', 'error'], ['Any', 'clue', 'on', 'what', 'I', 'am', 'doing', 'wrong', 'here', 'This', 'is', 'how', 'I', 'am', 'accessing', 'this', 'resource']]","[52, 1, 34, 17]","[[('AR', 'NNP'), ('assets', 'NNS'), ('reality', 'NN'), ('files', 'NNS'), ('app', 'NN'), ('Demand', 'NNP'), ('resource', 'NN'), ('tag', 'NN'), ('manager', 'NN'), ('demand', 'NN'), ('assets', 'NNS'), ('XCode', 'NN')], [('QLPreviewController', 'NN')], [('asset', 'NN'), ('AR', 'NNP'), ('asset', 'NN'), ('PreviewController', 'NNP'), ('fine', 'JJ'), ('Camera', 'NNP'), ('view', 'NN'), ('asset', 'NN'), ('spinner', 'NN'), ('error', 'NN')], [('clue', 'NN'), ('wrong', 'NN'), ('resource', 'NN')]]","[12, 1, 10, 3]","[[('AR', 'NNP'), ('assets', 'NNS'), ('reality', 'NN'), ('files', 'NNS'), ('app', 'NN'), ('Demand', 'NNP'), ('resource', 'NN'), ('tag', 'NN'), ('manager', 'NN'), ('demand', 'NN'), ('XCode', 'NN')], [('QLPreviewController', 'NN')], [('asset', 'NN'), ('AR', 'NNP'), ('PreviewController', 'NNP'), ('fine', 'JJ'), ('Camera', 'NNP'), ('view', 'NN'), ('spinner', 'NN'), ('error', 'NN')], [('clue', 'NN'), ('wrong', 'NN'), ('resource', 'NN')]]","[11, 1, 8, 3]","[(0, 11), (2, 8), (3, 3), (1, 1)]"
"[['I', 'was', 'struggling', 'with', 'the', 'following', 'exception', 'and', 'have', 'found', 'a', 'solution', 'but', 'I', ""don't"", 'really', 'understand', 'why', 'the', 'solution', 'works', 'Anyway', 'I', 'am', 'posting', 'my', 'code', 'and', 'the', 'solution', 'in', 'case', 'it', 'helps', 'anyone', 'else', 'If', 'anyone', 'understands', 'exactly', 'why', 'this', 'fixes', 'the', 'issue', 'please', 'share', 'your', 'thoughts', 'Thanks', 'Mike'], ['Here', 'is', 'the', 'exception'], ['cx', 'Freeze', 'Python', 'error', 'in', 'main', 'script', 'Traceback', 'most', 'recent', 'call', 'last', 'File', 'C', 'apps', 'Anaconda', 'lib', 'site', 'packages', 'cx', 'Freeze', 'initscripts', 'startup', 'py', 'line', 'in', 'run', 'module', 'run', 'File', 'C', 'apps', 'Anaconda', 'lib', 'site', 'packages', 'cx', 'Freeze', 'initscripts', 'Console', 'py', 'line', 'in', 'run', 'exec', 'code', ""'"", 'name', ""'"", ""'"", 'main', ""'"", 'File', 'C', 'fccc', 'svn', 'shared', 'py', 'idw', 'jobs', 'ui', 'py', 'line', 'in', 'import', 'sqla', 'declaratives', 'idw', 'bods', 'jobs', 'dag', 'ctrl', 'as', 'dc', 'File', 'C', 'fccc', 'svn', 'shared', 'py', 'sqla', 'declaratives', 'idw', 'bods', 'jobs', 'dag', 'ctrl', 'py', 'line', 'in', 'from', 'sqla', 'utils', 'sqla', 'base', 'import', 'IdwBodsJobsBase', 'File', 'C', 'fccc', 'svn', 'shared', 'py', 'sqla', 'utils', 'sqla', 'base', 'py', 'line', 'in', 'class', 'ClarityDboBase', 'File', 'C', 'fccc', 'svn', 'shared', 'py', 'sqla', 'utils', 'sqla', 'base', 'py', 'line', 'in', 'ClarityDboBase', 'engine', 'sqla', 'create', 'engine', 'mssql', 'pyodbc', 'odbc', 'connect', 's', 'params', 'fast', 'executemany', 'True', 'echo', 'True', 'uncomment', 'to', 'see', 'all', 'SQL', 'File', 'C', 'apps', 'Anaconda', 'lib', 'site', 'packages', 'sqlalchemy', 'engine', 'init', 'py', 'line', 'in', 'create', 'engine', 'return', 'strategy', 'create', 'args', 'kwargs', 'File', 'C', 'apps', 'Anaconda', 'lib', 'site', 'packages', 'sqlalchemy', 'engine', 'strategies', 'py', 'line', 'in', 'create', 'dbapi', 'dialect', 'cls', 'dbapi', 'dbapi', 'args', 'File', 'C', 'apps', 'Anaconda', 'lib', 'site', 'packages', 'sqlalchemy', 'connectors', 'pyodbc', 'py', 'line', 'in', 'dbapi', 'return', 'import', 'pyodbc', 'ModuleNotFoundError', 'No', 'module', 'named', ""'pyodbc'""], ['Here', 'is', 'the', 'original', 'Python', 'cx', 'freeze', 'script', 'which', 'did', 'not', 'work'], ['from', 'cx', 'Freeze', 'import', 'setup', 'Executable', 'import', 'os', 'import', 'sys', 'print', 'sys', 'path', 'print', 'os', 'environ', ""'IDW"", ""HOME'"", 'idw', 'ui', 'build', 'path', 'sys', 'path', 'buildOptions', 'dict', 'excludes', ""'scipy'"", ""'PyQt"", ""'"", ""'matplotlib'"", ""'numpy'"", ""'notebook'"", ""'jedi'"", 'namespace', 'packages', ""'sqla"", ""utils'"", ""'sqla"", ""declaratives'"", 'import', 'sys', 'base', ""'Win"", ""GUI'"", 'if', 'sys', 'platform', ""'win"", ""'"", 'else', 'None', 'executables', 'Executable', ""'C"", 'fccc', 'svn', 'shared', 'py', 'idw', 'jobs', 'ui', ""py'"", 'base', 'base', 'targetName', ""'idw"", 'pltfrm', 'edtr', ""exe'"", 'setup', 'name', ""'idw"", 'pltfrm', ""edtr'"", 'version', ""'"", ""'"", 'description', ""'IDW"", 'Platform', ""Editor'"", 'options', 'dict', 'build', 'exe', 'buildOptions', 'executables', 'executables']]","[51, 4, 208, 12, 89]","[[('following', 'JJ'), ('exception', 'NN'), ('solution', 'NN'), ('understand', 'JJ'), ('solution', 'NN'), ('Anyway', 'NNP'), ('code', 'NN'), ('solution', 'NN'), ('case', 'NN'), ('anyone', 'NN'), ('anyone', 'NN'), ('issue', 'NN'), ('please', 'NN'), ('share', 'NN'), ('thoughts', 'NNS'), ('Thanks', 'NNS'), ('Mike', 'NNP')], [('exception', 'NN')], [('cx', 'NN'), ('Freeze', 'NNP'), ('Python', 'NNP'), ('error', 'NN'), ('main', 'JJ'), ('script', 'NN'), ('Traceback', 'NNP'), ('recent', 'JJ'), ('call', 'NN'), ('last', 'JJ'), ('File', 'NNP'), ('C', 'NNP'), ('apps', 'NN'), ('Anaconda', 'NNP'), ('site', 'NN'), ('packages', 'NNS'), ('Freeze', 'NNP'), ('initscripts', 'NNS'), ('py', 'JJ'), ('line', 'NN'), ('run', 'NN'), ('module', 'NN'), ('File', 'NNP'), ('C', 'NNP'), ('apps', 'NN'), ('Anaconda', 'NNP'), ('site', 'NN'), ('packages', 'NNS'), ('Freeze', 'NNP'), ('initscripts', 'NNS'), ('Console', 'NNP'), ('py', 'NN'), ('line', 'NN'), ('run', 'NN'), ('code', 'NN'), ('name', 'NN'), ('main', 'JJ'), ('File', 'NNP'), ('C', 'NNP'), ('fccc', 'NN'), ('svn', 'NN'), ('py', 'JJ'), ('idw', 'NN'), ('jobs', 'NNS'), ('ui', 'JJ'), ('py', 'JJ'), ('line', 'NN'), ('import', 'NN'), ('sqla', 'NN'), ('idw', 'JJ'), ('bods', 'NNS'), ('jobs', 'NNS'), ('dc', 'NN'), ('File', 'NNP'), ('C', 'NNP'), ('fccc', 'NN'), ('svn', 'NN'), ('py', 'JJ'), ('sqla', 'NN'), ('declaratives', 'NNS'), ('bods', 'NNS'), ('jobs', 'NNS'), ('ctrl', 'NN'), ('py', 'NN'), ('line', 'NN'), ('sqla', 'NN'), ('utils', 'NNS'), ('sqla', 'JJ'), ('base', 'NN'), ('import', 'NN'), ('IdwBodsJobsBase', 'NNP'), ('File', 'NNP'), ('C', 'NNP'), ('fccc', 'NN'), ('svn', 'NN'), ('py', 'JJ'), ('sqla', 'NN'), ('utils', 'NNS'), ('sqla', 'JJ'), ('base', 'NN'), ('py', 'NN'), ('line', 'NN'), ('class', 'NN'), ('ClarityDboBase', 'NNP'), ('File', 'NNP'), ('C', 'NNP'), ('fccc', 'NN'), ('svn', 'NN'), ('py', 'JJ'), ('sqla', 'NN'), ('utils', 'NNS'), ('sqla', 'JJ'), ('base', 'NN'), ('py', 'NN'), ('line', 'NN'), ('ClarityDboBase', 'NNP'), ('engine', 'NN'), ('sqla', 'NN'), ('engine', 'NN'), ('mssql', 'NN'), ('pyodbc', 'NN'), ('odbc', 'NN'), ('connect', 'NN'), ('s', 'JJ'), ('params', 'NNS'), ('executemany', 'JJ'), ('True', 'NNP'), ('echo', 'NN'), ('True', 'NNP'), ('uncomment', 'NN'), ('SQL', 'NNP'), ('File', 'NNP'), ('C', 'NNP'), ('apps', 'NN'), ('Anaconda', 'NNP'), ('site', 'NN'), ('packages', 'NNS'), ('engine', 'NN'), ('init', 'NN'), ('py', 'JJ'), ('line', 'NN'), ('create', 'NN'), ('engine', 'NN'), ('strategy', 'NN'), ('create', 'NN'), ('args', 'JJ'), ('kwargs', 'NNS'), ('File', 'NNP'), ('C', 'NNP'), ('apps', 'NN'), ('Anaconda', 'NNP'), ('site', 'NN'), ('packages', 'NNS'), ('engine', 'NN'), ('strategies', 'NNS'), ('line', 'NN'), ('create', 'NN'), ('dbapi', 'NN'), ('dialect', 'JJ'), ('cls', 'NN'), ('dbapi', 'NN'), ('dbapi', 'NN'), ('File', 'NNP'), ('C', 'NNP'), ('apps', 'NN'), ('Anaconda', 'NNP'), ('site', 'NN'), ('packages', 'NNS'), ('connectors', 'NNS'), ('py', 'JJ'), ('line', 'NN'), ('dbapi', 'JJ'), ('return', 'NN'), ('import', 'NN'), ('ModuleNotFoundError', 'NNP'), ('No', 'NNP'), ('module', 'NN')], [('original', 'JJ'), ('Python', 'NNP'), ('cx', 'NN'), ('freeze', 'NN'), ('script', 'NN')], [('cx', 'NN'), ('Freeze', 'NNP'), ('import', 'NN'), ('setup', 'NN'), ('Executable', 'JJ'), ('import', 'NN'), ('os', 'NN'), ('import', 'NN'), ('print', 'JJ'), ('sys', 'JJ'), ('path', 'NN'), ('print', 'NN'), ('os', 'NN'), ('environ', 'NN'), (""HOME'"", 'NNP'), ('idw', 'NN'), ('ui', 'JJ'), ('build', 'JJ'), ('path', 'NN'), ('sys', 'JJ'), ('path', 'NN'), ('buildOptions', 'NNS'), ('excludes', 'NNS'), (""'PyQt"", 'NNS'), (""'matplotlib'"", 'NNS'), ('namespace', 'NN'), ('packages', 'NNS'), (""utils'"", 'JJ'), (""declaratives'"", 'NN'), ('import', 'NN'), ('sys', 'NN'), ('base', 'NN'), (""GUI'"", 'NNP'), ('sys', 'JJ'), ('platform', 'NN'), ('else', 'JJ'), ('None', 'NN'), ('Executable', 'JJ'), ('fccc', 'JJ'), ('svn', 'NN'), ('py', 'JJ'), ('idw', 'NN'), ('jobs', 'NNS'), ('ui', 'JJ'), (""py'"", 'JJ'), ('base', 'NN'), ('base', 'NN'), ('targetName', 'NN'), ('pltfrm', 'NN'), ('edtr', 'NN'), ('setup', 'NN'), ('name', 'NN'), ('pltfrm', 'NN'), ('version', 'NN'), ('description', 'NN'), ('Platform', 'NNP'), (""Editor'"", 'NNP'), ('options', 'NNS'), ('exe', 'JJ'), ('buildOptions', 'NNS'), ('executables', 'NNS'), ('executables', 'NNS')]]","[17, 1, 157, 5, 62]","[[('following', 'JJ'), ('exception', 'NN'), ('solution', 'NN'), ('understand', 'JJ'), ('Anyway', 'NNP'), ('code', 'NN'), ('case', 'NN'), ('anyone', 'NN'), ('issue', 'NN'), ('please', 'NN'), ('share', 'NN'), ('thoughts', 'NNS'), ('Thanks', 'NNS'), ('Mike', 'NNP')], [('exception', 'NN')], [('cx', 'NN'), ('Freeze', 'NNP'), ('Python', 'NNP'), ('error', 'NN'), ('main', 'JJ'), ('script', 'NN'), ('Traceback', 'NNP'), ('recent', 'JJ'), ('call', 'NN'), ('last', 'JJ'), ('File', 'NNP'), ('C', 'NNP'), ('apps', 'NN'), ('Anaconda', 'NNP'), ('site', 'NN'), ('packages', 'NNS'), ('initscripts', 'NNS'), ('py', 'JJ'), ('line', 'NN'), ('run', 'NN'), ('module', 'NN'), ('Console', 'NNP'), ('py', 'NN'), ('code', 'NN'), ('name', 'NN'), ('fccc', 'NN'), ('svn', 'NN'), ('idw', 'NN'), ('jobs', 'NNS'), ('ui', 'JJ'), ('import', 'NN'), ('sqla', 'NN'), ('idw', 'JJ'), ('bods', 'NNS'), ('dc', 'NN'), ('declaratives', 'NNS'), ('ctrl', 'NN'), ('utils', 'NNS'), ('sqla', 'JJ'), ('base', 'NN'), ('IdwBodsJobsBase', 'NNP'), ('class', 'NN'), ('ClarityDboBase', 'NNP'), ('engine', 'NN'), ('mssql', 'NN'), ('pyodbc', 'NN'), ('odbc', 'NN'), ('connect', 'NN'), ('s', 'JJ'), ('params', 'NNS'), ('executemany', 'JJ'), ('True', 'NNP'), ('echo', 'NN'), ('uncomment', 'NN'), ('SQL', 'NNP'), ('init', 'NN'), ('create', 'NN'), ('strategy', 'NN'), ('args', 'JJ'), ('kwargs', 'NNS'), ('strategies', 'NNS'), ('dbapi', 'NN'), ('dialect', 'JJ'), ('cls', 'NN'), ('connectors', 'NNS'), ('dbapi', 'JJ'), ('return', 'NN'), ('ModuleNotFoundError', 'NNP'), ('No', 'NNP')], [('original', 'JJ'), ('Python', 'NNP'), ('cx', 'NN'), ('freeze', 'NN'), ('script', 'NN')], [('cx', 'NN'), ('Freeze', 'NNP'), ('import', 'NN'), ('setup', 'NN'), ('Executable', 'JJ'), ('os', 'NN'), ('print', 'JJ'), ('sys', 'JJ'), ('path', 'NN'), ('print', 'NN'), ('environ', 'NN'), (""HOME'"", 'NNP'), ('idw', 'NN'), ('ui', 'JJ'), ('build', 'JJ'), ('buildOptions', 'NNS'), ('excludes', 'NNS'), (""'PyQt"", 'NNS'), (""'matplotlib'"", 'NNS'), ('namespace', 'NN'), ('packages', 'NNS'), (""utils'"", 'JJ'), (""declaratives'"", 'NN'), ('sys', 'NN'), ('base', 'NN'), (""GUI'"", 'NNP'), ('platform', 'NN'), ('else', 'JJ'), ('None', 'NN'), ('fccc', 'JJ'), ('svn', 'NN'), ('py', 'JJ'), ('jobs', 'NNS'), (""py'"", 'JJ'), ('targetName', 'NN'), ('pltfrm', 'NN'), ('edtr', 'NN'), ('name', 'NN'), ('version', 'NN'), ('description', 'NN'), ('Platform', 'NNP'), (""Editor'"", 'NNP'), ('options', 'NNS'), ('exe', 'JJ'), ('executables', 'NNS')]]","[14, 1, 69, 5, 45]","[(2, 69), (4, 45), (0, 14), (3, 5), (1, 1)]"
"[['Given', 'an', 'initial', 'array', 'list', 'and', 'a', 'target', 'array', 'the', 'goal', 'is', 'to', 'find', 'the', 'smallest', 'list', 'of', 'movements', 'that', 'would', 'transform', 'the', 'initial', 'array', 'into', 'the', 'target', 'one', 'The', 'movements', 'that', 'can', 'be', 'used', 'are'], ['swap', 'i', 'j', 'which', 'changes', 'the', 'element', 'in', 'the', 'i', 'index', 'for', 'the', 'one', 'in', 'j', 'and', 'vice', 'versa'], ['move', 'i', 'which', 'copies', 'the', 'element', 'in', 'the', 'i', 'index', 'and', 'pastes', 'it', 'in', 'the', 'i', 'position', 'and', 'eliminates', 'the', 'j', 'element'], ['Example'], ['Initial', 'a', 'b', 'c', 'd'], ['Target', 'a', 'd', 'a', 'b'], ['Result', 'swap', 'swap', 'move', 'swap'], ['I', 'have', 'found', 'some', 'questions', 'similar', 'to', 'this', 'one', 'but', 'only', 'with', 'the', 'swap', 'movement', 'Thanks', 'in', 'advance']]","[36, 19, 22, 1, 5, 5, 5, 18]","[[('initial', 'JJ'), ('array', 'NN'), ('list', 'NN'), ('target', 'NN'), ('goal', 'NN'), ('smallest', 'JJS'), ('list', 'NN'), ('movements', 'NNS'), ('initial', 'JJ'), ('array', 'NN'), ('target', 'NN'), ('movements', 'NNS')], [('swap', 'NN'), ('i', 'NN'), ('j', 'NN'), ('element', 'NN'), ('i', 'NN'), ('index', 'NN'), ('j', 'NN'), ('vice', 'NN'), ('versa', 'NN')], [('move', 'NN'), ('i', 'NN'), ('element', 'NN'), ('i', 'NN'), ('index', 'NN'), ('i', 'JJ'), ('position', 'NN'), ('j', 'NN'), ('element', 'NN')], [('Example', 'NN')], [('Initial', 'NNP'), ('b', 'NN'), ('c', 'NN'), ('d', 'NN')], [('d', 'NN'), ('b', 'NN')], [('Result', 'NNP'), ('swap', 'NN'), ('swap', 'NN'), ('move', 'NN'), ('swap', 'NN')], [('questions', 'NNS'), ('similar', 'JJ'), ('one', 'NN'), ('swap', 'NN'), ('movement', 'NN'), ('Thanks', 'NNP'), ('advance', 'NN')]]","[12, 9, 9, 1, 4, 2, 5, 7]","[[('initial', 'JJ'), ('array', 'NN'), ('list', 'NN'), ('target', 'NN'), ('goal', 'NN'), ('smallest', 'JJS'), ('movements', 'NNS')], [('swap', 'NN'), ('i', 'NN'), ('j', 'NN'), ('element', 'NN'), ('index', 'NN'), ('vice', 'NN'), ('versa', 'NN')], [('move', 'NN'), ('i', 'NN'), ('element', 'NN'), ('index', 'NN'), ('i', 'JJ'), ('position', 'NN'), ('j', 'NN')], [('Example', 'NN')], [('Initial', 'NNP'), ('b', 'NN'), ('c', 'NN'), ('d', 'NN')], [('d', 'NN'), ('b', 'NN')], [('Result', 'NNP'), ('swap', 'NN'), ('move', 'NN')], [('questions', 'NNS'), ('similar', 'JJ'), ('one', 'NN'), ('swap', 'NN'), ('movement', 'NN'), ('Thanks', 'NNP'), ('advance', 'NN')]]","[7, 7, 7, 1, 4, 2, 3, 7]","[(0, 7), (1, 7), (2, 7), (7, 7), (4, 4)]"
"[[""I'm"", 'trying', 'to', 'implement', 'a', 'sidebar', 'with', 'static', 'width', 'and', 'flexbox', 'I', 'have', 'two', 'issues'], ['When', 'the', 'sidebar', 'is', 'closed', 'there', 'is', 'still', 'space', 'and', 'I', ""don't"", 'understand', 'where', 'it', 'comes', 'from'], ['The', 'side', ""isn't"", 'animated', ""It's"", 'been', 'pushed', 'without', 'animation'], [""Here's"", 'my', 'code'], [], ['You', 'can', 'try', 'to', 'animate', 'margin', 'instead'], [], ['See', 'if', 'this', 'works', 'Remove', 'the', 'current', 'styles', 'in', 'thsese', 'classes', 'and', 'try', 'this'], ['If', 'you', 'really', 'want', 'to', 'use', 'flex', 'itself', 'you', 'can', 'do', 'like', 'this'], ['and', 'also', 'please', 'give', 'margin', 'to', 'your', 'body', 'to', 'remove', 'margin']]","[15, 17, 9, 3, 0, 7, 0, 14, 13, 11]","[[(""I'm"", 'NNP'), ('sidebar', 'NN'), ('static', 'JJ'), ('width', 'NN'), ('flexbox', 'NN'), ('issues', 'NNS')], [('sidebar', 'NN'), ('space', 'NN')], [('side', 'NN'), (""isn't"", 'NN'), (""It's"", 'NNP'), ('animation', 'NN')], [(""Here's"", 'NNP'), ('code', 'NN')], [], [('margin', 'NN')], [], [('current', 'JJ'), ('styles', 'NNS'), ('thsese', 'JJ'), ('classes', 'NNS')], [('flex', 'JJ')], [('margin', 'NN'), ('body', 'NN'), ('margin', 'NN')]]","[6, 2, 4, 2, 0, 1, 0, 4, 1, 3]","[[(""I'm"", 'NNP'), ('sidebar', 'NN'), ('static', 'JJ'), ('width', 'NN'), ('flexbox', 'NN'), ('issues', 'NNS')], [('sidebar', 'NN'), ('space', 'NN')], [('side', 'NN'), (""isn't"", 'NN'), (""It's"", 'NNP'), ('animation', 'NN')], [(""Here's"", 'NNP'), ('code', 'NN')], [], [('margin', 'NN')], [], [('current', 'JJ'), ('styles', 'NNS'), ('thsese', 'JJ'), ('classes', 'NNS')], [('flex', 'JJ')], [('margin', 'NN'), ('body', 'NN')]]","[6, 2, 4, 2, 0, 1, 0, 4, 1, 2]","[(0, 6), (2, 4), (7, 4), (1, 2), (3, 2)]"
